vd	35	q3	75	4096	78708898935672477243	78708898935672480467	-31772093911417943665680	-31772093911417943220280
ad	35	a	9	512	-90898438714086358366	-90898438714086356941
ad	35	m	37	2048	-90855373484941738803	-90855373484941737353
ad	35	m	37	2048	-90855373484941738803	-90855373484941737353
ad	35	b	19	1024	-90817135977516446465	-90817135977516445033
vd	36	a	19	1024	69846539437535786287	69846539437535789556	-40450446379089962022441	-40450446379089961559051
vd	36	m	77	4096	59145662435834296509	59145662435834299828	-46822613598514553249058	-46822613598514552768271
vd	36	q1	153	8192	64690571941218902107	64690571941218905382	-43927975723045823687456	-43927975723045823215267
vd	36	q3	155	8192	53282932761430150639	53282932761430153960	-49135912252954533598465	-49135912252954533109223
ad	36	a	19	1024	-90817135977516446465	-90817135977516445033
ad	36	m	77	4096	-90801358207198282574	-90801358207198281121
ad	36	m	77	4096	-90801358207198282574	-90801358207198281121
ad	36	b	39	2048	-90788359737970249755	-90788359737970248292
vd	37	a	39	2048	47172943354768335043	47172943354768338394	-50875473706269103168420	-50875473706269102668936
vd	37	m	79	4096	34486331084739114409	34486331084739117780	-52692241463133072496674	-52692241463133071975755
vd	37	q1	157	8192	40884971934849353314	40884971934849356692	-52054658834542967954114	-52054658834542967443816
vd	37	q3	159	8192	28041731268478773898	28041731268478777318	-52812010381802215890452	-52812010381802215359134
ad	37	a	39	2048	-90788359737970249755	-90788359737970248292
ad	37	m	79	4096	-90778382554981919369	-90778382554981917925
ad	37	m	79	4096	-90778382554981919369	-90778382554981917925
ad	37	b	5	256	-90771535790833843761	-90771535790833842312
vd	38	a	5	256	21612695443723580556	21612695443723584016	-52442322561129306500092	-52442322561129305958572
vd	38	m	161	8192	15257031009184592132	15257031009184595583	-51615611194185301454692	-51615611194185300903225
vd	38	q1	321	16384	18422237155896889447	18422237155896892902	-52083922834703371232870	-52083922834703370686366
vd	38	q3	323	16384	12123645997509639416	12123645997509642886	-51041991209541489427888	-51041991209541488871567
ad	38	a	5	256	-90771535790833843761	-90771535790833842312
ad	38	m	161	8192	-90769286468644672581	-90769286468644671131
ad	38	m	161	8192	-90769286468644672581	-90769286468644671131
ad	38	b	81	4096	-90767805755972033213	-90767805755972031747
vd	39	a	81	4096	9028364363729951454	9028364363729954931	-50367852508294100663193	-50367852508294100102055
vd	39	m	325	16384	5977170809207343791	5977170809207347283	-49598152159575832520880	-49598152159575831955016
vd	39	q1	649	32768	7496894427016026806	7496894427016030298	-49994631701224621025423	-49994631701224620461901
vd	39	q3	651	32768	4469893525536090954	4469893525536094438	-49179056548084435995447	-49179056548084435427263
ad	39	a	81	4096	-90767805755972033213	-90767805755972031747
ad	39	m	325	16384	-90767348062352948834	-90767348062352947360
ad	39	m	325	16384	-90767348062352948834	-90767348062352947360
ad	39	b	163	8192	-90767075108165617765	-90767075108165616327
vd	40	a	163	8192	2975742854183599906	2975742854183603423	-48737995586613930451729	-48737995586613929881218
vd	40	m	1305	65536	2233797129647325939	2233797129647329454	-48509433499803619167887	-48509433499803618596202
ad	40	a	163	8192	-90767075108165617765	-90767075108165616327
ad	40	b	653	32768	-90767006920144199782	-90767006920144198317
vd	41	a	653	32768	1495379099896772957	1495379099896776465	-48275627430529342397801	-48275627430529341824969
vd	41	m	2613	131072	1127517827024684971	1127517827024688479	-48156783927335064243320	-48156783927335063669915
ad	41	a	653	32768	-90767006920144199782	-90767006920144198317
ad	41	b	1307	65536	-90766989713269206972	-90766989713269205523
vd	42	a	1307	65536	760568146511174395	760568146511177899	-48036660707385939564225	-48036660707385938990243
vd	42	m	2615	131072	394539781871220135	394539781871223660	-47915268246949318228347	-47915268246949317653808
vd	42	q1	5229	262144	577438195110872473	577438195110875980	-47976122476560074226425	-47976122476560073652151
vd	42	q3	5231	262144	211874109727811787	211874109727815287	-47854099331660232126603	-47854099331660231551779
ad	42	a	1307	65536	-90766989713269206972	-90766989713269205523
ad	42	m	2615	131072	-90766985307470982844	-90766985307470981380
ad	42	m	2615	131072	-90766985307470982844	-90766985307470981380
ad	42	b	327	16384	-90766983690702339712	-90766983690702338251
vd	43	a	327	16384	29442376604475934	29442376604479449	-47792617045191701213072	-47792617045191700637975
vd	43	m	2617	131072	-334714505977064169	-334714505977060656	-47668717623556631748537	-47668717623556631172862
vd	43	q1	5233	262144	-152754224591998949	-152754224591995421	-47730822703415465680421	-47730822703415465105014
vd	43	q3	5235	262144	-516437284693536443	-516437284693532926	-47606303124174163899941	-47606303124174163323973
vd	44	a	1309	65536	-697921382916648877	-697921382916645366	-47543580525141358374882	-47543580525141357798646
vd	44	m	2619	131072	-1060168851775592798	-1060168851775589275	-47417216314072289026243	-47417216314072288449433
vd	45	a	655	32768	-1421447590791329828	-1421447590791326307	-47289635574879255294165	-47289635574879254716779
vd	45	m	1311	65536	-2141061996538378567	-2141061996538375046	-47030866948495149697945	-47030866948495149119429
vd	46	a	41	2048	-2856691645284352371	-2856691645284348849	-46767359706445094222699	-46767359706445093643053
vd	46	m	329	16384	-5677949163609665897	-5677949163609662359	-45667655383098863089302	-45667655383098862505233
vd	46	q1	657	32768	-4275711357136756824	-4275711357136753312	-46226471028023386857393	-46226471028023386275537
vd	46	q3	659	32768	-7062868488914701316	-7062868488914697783	-45091602220256457043841	-45091602220256456457600
